"Participant ID","Completed","Pre/Post","Score","Difference","Provider","State","Caseload","Group Frequency","Online Frequency","Rural Frequency","Service","Archived","q_01","q_02","q_03","q_04","q_05","q_06","q_07","q_08","q_09","q_10","q_11","q_12","q_13","q_14","q_15","q_16","q_17","Mode"
132,"02/21/2025 16:49:42 (MST)","Post",51.76,45.89,"Turn Community Services (29)","Utah","","","","","WBLE",0,1,3,0,1,2,2,2,2,1,2,NA,NA,NA,2,"",NA,"",""
1359,"01/28/2023 03:46:42 (MST)","Pre",79.22,-43,"Logistics Specialties Inc. (8)","Utah","general","","","often","WSS",0,3,2,3,2,3,1,0,2,1,NA,NA,3,3,3,"",NA,"","No Help"
2397,"05/25/2025 15:55:08 (MST)","Pre",85.89,0.34,"Logistics Specialties Inc. (8)","Utah","general","","","","ISA",0,2,0,3,3,2,2,2,2,3,2,NA,NA,NA,NA,"",NA,"",""
1535,"10/07/2022 05:48:56 (MST)","Pre",57.61,NA,"Roads to Independence (26)","Montana","","never","rarely","","CSS",0,2,3,2,3,1,3,2,2,3,3,NA,NA,NA,NA,"",NA,"","With Help"
961,"03/20/2023 06:40:00 (MST)","Pre",45.15,NA,"Logistics Specialties Inc. (8)","Oklahoma","specialized","","","","WBLE",0,2,3,3,1,1,3,2,2,3,2,NA,NA,NA,1,"",NA,"","No Help"
398,"02/13/2023 05:45:00 (MST)","Pre",18.43,40.33,"Logistics Specialties Inc. (8)","Utah","specialized","","never","","ISA",0,3,3,2,3,3,2,3,3,3,3,1,NA,NA,1,"",NA,"","No Help"
2203,"10/14/2023 14:09:14 (MST)","Pre",-3,8.11,"Utah Valley University (60)","Utah","","often","","","JOBEX",0,2,2,0,2,1,2,2,2,NA,3,2,3,NA,NA,"",NA,"",""
2264,"06/08/2025 17:04:44 (MST)","Post",97,18.43,"Logistics Specialties Inc. (8)","Utah","","","never","","JS",0,2,2,3,2,3,1,0,2,2,NA,0,3,NA,3,"",NA,"","No Help"
521,"04/26/2025 13:05:29 (MST)","Pre",56.52,NA,"Community Options (82)","Utah","specialized","","sometimes","","CPSO",0,1,2,3,2,2,2,2,3,1,3,1,NA,3,1,"",NA,"","No Help"
873,"10/06/2024 23:15:21 (MST)","Post",80.33,NA,"OU Northeast (54)","Utah","","","","","JOBEX",0,2,3,1,3,3,2,3,1,3,2,2,NA,NA,2,"1",NA,"","With Help"
1864,"04/26/2024 14:40:49 (MST)","Post",28.11,18.43,"Logistics Specialties Inc. (8)","Utah","","rarely","","","JOBEX",1,1,1,1,2,1,1,3,2,3,2,NA,NA,3,NA,"",NA,"","No Help"
539,"05/30/2025 12:33:03 (MST)","Pre",53.67,10.34,"Logistics Specialties Inc. (8)","Utah","specialized","","","","QWEX",0,3,2,3,2,1,3,1,2,2,3,2,NA,NA,3,"",NA,"","No Help"
1521,"11/30/2024 11:12:35 (MST)","Pre",84.5,NA,"Logistics Specialties Inc. (8)","Utah","","","sometimes","","CPSO",0,3,3,1,2,2,2,3,2,1,0,3,2,3,NA,"2",NA,"",""
2532,"08/05/2022 02:32:00 (MST)","Pre",34.04,NA,"Roads to Independence (26)","Utah","","","","sometimes","WSS",0,1,0,2,2,3,2,3,0,NA,3,NA,NA,NA,NA,"",NA,"","No Help"
978,"05/05/2025 14:38:18 (MST)","Post",97,NA,"Missoula County Public Schools (185)","Utah","","","","always","WSS",0,2,0,1,2,1,3,3,2,3,2,NA,NA,NA,NA,"",NA,"","No Help"
1239,"09/15/2024 15:55:28 (MST)","Pre",15.52,NA,"Logistics Specialties Inc. (8)","Utah","","","","","ISA",1,1,1,2,0,2,1,3,3,NA,NA,1,NA,NA,NA,"",NA,"","No Help"
2207,"12/03/2022 09:16:00 (MST)","Post",92.83,1.17,"Logistics Specialties Inc. (8)","Utah","","","","rarely","QWEX",0,1,2,2,1,0,2,3,NA,1,2,3,3,NA,NA,"",NA,"","No Help"
2214,"06/04/2023 23:48:56 (MST)","Pre",88.67,45.49,"Lockwood School Dist. / County of Yellowstone Dist. #26 (182)","Utah","","","","","JOBEX",0,2,1,3,2,0,2,3,3,1,NA,NA,NA,NA,NA,"",NA,"","With Help"
2534,"02/13/2023 08:21:43 (MST)","Post",63.67,NA,"Roads to Independence (26)","Utah","general","never","","sometimes","JOBEX",0,3,3,3,3,2,1,3,2,NA,1,3,NA,NA,NA,"",NA,"","With Help"
858,"02/02/2024 16:05:30 (MST)","Pre",77.95,-0.77,"Lockwood School Dist. / County of Yellowstone Dist. #26 (182)","Utah","","rarely","rarely","often","CSS",0,2,2,1,1,0,1,2,3,3,2,2,3,NA,3,"",NA,"","With Help"
2096,"11/11/2024 17:15:03 (MST)","Pre",63.67,NA,"Southern Utah University (27)","Utah","","often","","","CPSO",0,2,2,2,3,0,0,2,1,NA,2,3,NA,NA,NA,"",NA,"","No Help"
508,"03/21/2025 16:07:30 (MST)","Post",49.38,19.22,"North Sanpete School District (24)","Utah","","","","sometimes","FL",0,0,2,3,2,2,3,1,3,0,2,NA,NA,3,NA,"2",NA,"",""
262,"11/19/2023 00:45:40 (MST)","Pre",30.33,NA,"Community Options (82)","Utah","","","","","JS",0,2,1,2,1,2,1,1,3,1,2,NA,NA,NA,3,"",NA,"","No Help"
274,"05/05/2025 14:28:53 (MST)","Pre",59.96,9.5,"Turn Community Services (29)","Oklahoma","","often","rarely","often","JS",0,3,2,1,3,2,2,2,3,NA,3,NA,NA,NA,1,"",NA,"","With Help"
2203,"07/29/2023 17:18:22 (MST)","Pre",37,3.66,"Logistics Specialties Inc. (8)","Utah","","often","sometimes","","ISA",0,2,1,2,3,2,3,3,3,0,1,NA,3,10,NA,"",NA,"","No Help"
1225,"03/17/2023 08:54:14 (MST)","Post",77.56,30.33,"Columbus Community Center (9)","Utah","","often","","often","JS",0,3,1,1,1,1,2,3,3,1,2,NA,NA,1,NA,"",NA,"","No Help"
2354,"01/23/2023 01:21:00 (MST)","Post",84.5,NA,"North Sanpete School District (24)","Utah","","","rarely","","ISA",0,3,3,3,3,2,1,3,1,1,NA,3,2,NA,NA,"",NA,"","With Help"
2161,"09/01/2024 14:37:17 (MST)","Pre",52.56,NA,"Logistics Specialties Inc. (8)","Montana","","always","rarely","rarely","QWEX",0,3,3,1,2,1,2,3,2,3,NA,0,2,2,NA,"",NA,"","Observer"
1994,"08/06/2023 11:38:18 (MST)","Pre",90.33,NA,"Logistics Specialties Inc. (8)","Utah","","","","","JS",0,2,3,0,1,3,3,3,2,3,NA,NA,3,NA,3,"",1,"","No Help"
1393,"11/08/2024 11:58:36 (MST)","Post",57.61,-6.7,"Logistics Specialties Inc. (8)","Utah","","often","","","WSS",0,3,2,1,0,0,2,2,3,3,NA,NA,NA,3,NA,"$ 12.00",NA,"","No Help"
2578,"11/28/2022 11:28:00 (MST)","Pre",74.78,NA,"Roads to Independence (26)","Utah","","","rarely","","ISA",0,2,3,2,2,1,2,3,2,1,3,NA,NA,3,NA,"",NA,"","No Help"
205,"07/01/2022 05:43:00 (MST)","Post",85.89,NA,"Logistics Specialties Inc. (8)","Utah","","rarely","","","ISA",0,2,1,1,1,3,3,3,0,3,0,2,NA,NA,NA,"",NA,"","No Help"
1501,"08/07/2022 00:52:00 (MST)","Post",63.67,7,"Roads to Independence (26)","Utah","","sometimes","","","JOBEX",0,2,1,0,2,2,0,3,3,3,NA,NA,3,NA,3,"",NA,"","No Help"
262,"11/25/2024 10:49:37 (MST)","Pre",39.86,8.11,"Columbus Community Center (9)","Utah","","","","","JOBEX",0,3,3,2,1,1,1,3,1,3,3,NA,NA,NA,NA,"",NA,"","No Help"
2126,"02/13/2023 08:25:28 (MST)","Post",56.52,NA,"Logistics Specialties Inc. (8)","Utah","general","","","never","JOBEX",0,2,2,2,1,1,1,3,3,1,NA,NA,NA,3,2,"",NA,"","With Help"
681,"11/16/2024 18:11:50 (MST)","Post",34.04,NA,"Roads to Independence (26)","Utah","general","","","","FL",0,3,2,1,2,3,3,3,2,1,NA,NA,NA,NA,0,"",NA,"","No Help"
187,"03/18/2024 16:01:17 (MST)","Post",97,17,"Logistics Specialties Inc. (8)","Utah","","","","","WSS",0,3,1,3,1,2,2,3,1,3,NA,3,NA,NA,NA,"",NA,"",""
860,"03/10/2024 12:32:46 (MST)","Pre",63.67,22.93,"Darby K-12 School Dist. (158)","Utah","","never","","","JOBEX",0,3,2,0,0,2,3,1,3,NA,NA,2,NA,NA,NA,"",NA,"","No Help"
1430,"11/04/2024 12:27:34 (MST)","Pre",57.61,41.45,"Boulder Valley RE2 (105)","Utah","general","","sometimes","sometimes","FL",0,2,3,2,3,2,2,1,2,NA,NA,2,3,3,NA,"",NA,"","No Help"
2096,"02/07/2025 10:05:03 (MST)","Pre",77.95,NA,"Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,2,3,2,3,2,2,1,3,3,2,NA,1,NA,1,"",NA,"","No Help"
1785,"02/07/2023 06:11:16 (MST)","Pre",93.3,NA,"Columbus Community Center (9)","Utah","","","rarely","","JS",0,3,3,2,2,3,2,3,2,3,1,1,2,NA,NA,"",NA,"","No Help"
1641,"10/17/2022 06:21:05 (MST)","Pre",79.22,NA,"Logistics Specialties Inc. (8)","Utah","","","","","WBLE",0,2,3,3,3,2,2,2,1,1,3,NA,NA,NA,3,"3",NA,"","No Help"
1535,"05/03/2025 10:23:15 (MST)","Pre",34.04,NA,"Logistics Specialties Inc. (8)","Demo","specialized","","","always","JOBEX",0,2,3,1,3,1,1,1,3,3,NA,NA,NA,NA,3,"",NA,"","No Help"
742,"04/20/2025 15:00:17 (MST)","Pre",22.93,NA,"Logistics Specialties Inc. (8)","Utah","","rarely","","rarely","ISA",0,1,2,3,3,1,3,2,3,2,NA,2,1,NA,NA,"",NA,"","No Help"
1771,"06/08/2025 17:05:34 (MST)","Pre",23.19,NA,"Columbus Community Center (9)","Utah","","sometimes","","often","JS",0,2,3,3,2,2,2,3,1,1,1,NA,NA,NA,NA,"",NA,"","No Help"
2172,"02/14/2023 17:49:40 (MST)","Pre",88.11,NA,"Columbus Community Center (9)","Utah","general","","","","FL",0,2,2,1,2,2,1,2,1,NA,3,1,NA,NA,NA,"3",NA,"","No Help"
1140,"10/27/2023 14:19:48 (MST)","Pre",37.48,NA,"Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,3,0,1,1,1,1,2,1,2,NA,NA,NA,NA,1,"",NA,"","No Help"
2495,"05/30/2025 17:49:59 (MST)","Post",37.74,NA,"Logistics Specialties Inc. (8)","Utah","","","","sometimes","JOBEX",0,3,3,3,2,3,1,0,3,1,3,3,NA,NA,NA,"",NA,"","No Help"
1626,"06/07/2022 06:02:11 (MST)","Pre",70.33,NA,"Logistics Specialties Inc. (8)","Utah","specialized","never","","","CPSO",0,3,2,1,2,1,2,2,NA,3,1,3,NA,NA,1,"",NA,"","No Help"
717,"10/07/2023 22:49:31 (MST)","Pre",50.33,53.67,"A2Demo (21)","Utah","general","","rarely","always","ILOM",0,3,2,2,3,1,1,1,2,1,2,NA,NA,NA,1,"",NA,"","No Help"
956,"07/23/2022 02:32:00 (MST)","Pre",75.57,NA,"OU Northeast (54)","Utah","","","","","ILOM",0,1,2,0,3,3,1,2,2,3,NA,NA,1,8,3,"",NA,"","No Help"
589,"05/29/2023 23:18:23 (MST)","Pre",57,NA,"Region 1 (271)","Utah","","","","","ILOM",0,1,1,2,3,2,1,3,3,NA,3,NA,NA,NA,1,"",NA,"","No Help"
6,"09/06/2024 16:57:36 (MST)","Pre",27,NA,"Roads to Independence (26)","Utah","","often","rarely","always","FL",0,3,3,3,1,1,2,2,3,3,NA,3,NA,NA,NA,"",NA,"","No Help"
1775,"09/02/2024 13:19:41 (MST)","Post",33.67,7,"Logistics Specialties Inc. (8)","Utah","","never","","","CSS",0,3,3,2,1,2,1,2,2,0,NA,3,0,NA,NA,"",NA,"",""
424,"05/24/2022 02:39:00 (MST)","Post",53.67,NA,"Logistics Specialties Inc. (8)","Utah","","","","","JOBEX",0,3,3,3,2,3,1,3,3,1,NA,1,NA,NA,NA,"",NA,"","No Help"
1359,"10/10/2022 01:09:00 (MST)","Pre",87.91,1.16,"Logistics Specialties Inc. (8)","Utah","","","never","","ILOM",0,1,1,3,2,1,3,1,3,1,2,NA,3,NA,NA,"",NA,"","No Help"
1353,"09/26/2022 22:25:00 (MST)","Post",30.33,33.67,"Central Technology Center (Central Tech) (56)","Utah","","","","often","WSS",0,3,1,2,3,3,3,2,3,2,2,NA,NA,NA,3,"",NA,"","No Help"
1702,"11/29/2022 04:32:00 (MST)","Pre",97,NA,"Logistics Specialties Inc. (8)","Demo","","","sometimes","","JOBEX",0,3,3,0,3,0,0,2,2,2,NA,NA,3,3,NA,"",NA,"",""
681,"03/10/2024 20:52:08 (MST)","Post",47,NA,"Turn Community Services (29)","Utah","","always","rarely","","JS",0,0,0,2,1,1,2,3,1,3,1,NA,0,2,2,"",NA,"","No Help"
735,"06/19/2022 02:04:00 (MST)","Pre",97,45.15,"Logistics Specialties Inc. (8)","Oklahoma","general","","","","CPSO",0,1,2,1,3,2,3,2,NA,2,2,NA,3,NA,NA,"",NA,"","With Help"
1556,"05/05/2025 11:45:00 (MST)","Pre",68.11,NA,"A2Demo (21)","Utah","","","","","ISA",0,3,2,1,3,3,3,2,3,2,NA,1,2,NA,1,"",NA,"","No Help"
2224,"11/16/2024 13:25:04 (MST)","Pre",56.26,NA,"Logistics Specialties Inc. (8)","Utah","","","","sometimes","WSS",0,1,2,1,1,3,2,2,2,3,1,NA,NA,NA,NA,"",NA,"",""
2361,"05/05/2025 11:43:21 (MST)","Post",56.26,4.14,"Turn Community Services (29)","Utah","general","","","","CPSO",0,3,1,1,1,2,1,2,NA,NA,2,1,NA,NA,1,"2",NA,"","No Help"
1429,"03/14/2025 14:51:18 (MST)","Pre",90.94,NA,"Columbus Community Center (9)","Utah","","","never","never","JS",0,0,3,1,2,2,3,1,2,2,NA,0,NA,NA,NA,"",NA,"","No Help"
1096,"04/11/2025 14:24:24 (MST)","Post",34.5,NA,"Logistics Specialties Inc. (8)","Oklahoma","","","","","FL",0,1,3,2,2,2,2,2,3,2,NA,0,1,NA,NA,"1",NA,"","No Help"
1626,"03/17/2024 14:10:57 (MST)","Post",60.33,NA,"Logistics Specialties Inc. (8)","Utah","","sometimes","","","JS",0,2,3,3,3,2,3,1,1,3,NA,NA,NA,NA,NA,"",NA,"","No Help"
234,"06/17/2023 12:27:45 (MST)","Post",22.93,NA,"OU Northeast (54)","Utah","","","rarely","always","JOBEX",0,2,1,3,0,3,3,1,2,NA,2,NA,NA,NA,NA,"",NA,"","No Help"
722,"05/08/2022 05:46:28 (MST)","Pre",48.85,NA,"Logistics Specialties Inc. (8)","Utah","","often","","always","JS",0,2,2,2,0,2,3,1,3,2,NA,NA,NA,NA,1,"2",NA,"","With Help"
1239,"07/27/2024 14:17:07 (MST)","Pre",88.67,NA,"Logistics Specialties Inc. (8)","Utah","","","","never","JOBEX",0,3,0,2,1,1,2,3,2,3,3,NA,NA,NA,0,"",NA,"","No Help"
2495,"05/20/2024 16:06:06 (MST)","Pre",94.78,-23.83,"Southern Utah University (27)","Utah","","","","","WBLE",0,3,3,3,1,2,2,1,NA,NA,3,1,NA,NA,NA,"2",NA,"","No Help"
2121,"05/02/2025 12:43:32 (MST)","Post",48.11,NA,"Logistics Specialties Inc. (8)","Utah","","sometimes","rarely","often","JOBEX",0,2,0,0,2,3,3,3,3,3,NA,2,NA,2,NA,"3",NA,"","No Help"
1744,"09/09/2024 15:57:22 (MST)","Pre",47,37.74,"Logistics Specialties Inc. (8)","Utah","","sometimes","rarely","","ILOM",0,1,1,2,3,1,0,1,1,NA,2,NA,3,NA,NA,"",NA,"","Observer"
1785,"04/29/2025 16:01:50 (MST)","Pre",77,NA,"Roads to Independence (26)","Utah","specialized","","never","","JOBEX",0,2,3,0,2,1,3,2,NA,3,1,NA,NA,NA,NA,"1",NA,"","No Help"
1441,"09/02/2024 11:56:12 (MST)","Post",63.67,NA,"Logistics Specialties Inc. (8)","Utah","","","","sometimes","FL",0,2,1,2,3,2,3,1,2,NA,2,NA,NA,3,1,"",NA,"",""
1625,"09/24/2023 15:37:51 (MST)","Post",93.3,NA,"Logistics Specialties Inc. (8)","Utah","","","","","ILOM",0,3,1,0,3,2,3,1,2,2,3,2,NA,NA,NA,"",NA,"","No Help"
1819,"12/15/2024 18:36:45 (MST)","Pre",20.33,1.45,"Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,2,2,3,2,1,2,3,2,2,3,NA,0,NA,NA,"3",NA,"","No Help"
699,"09/28/2024 12:23:05 (MST)","Pre",39.42,NA,"Logistics Specialties Inc. (8)","Utah","","sometimes","","","ISA",0,2,3,2,3,1,3,3,3,NA,2,NA,NA,1,NA,"",NA,"","No Help"
793,"03/02/2025 12:48:23 (MST)","Post",85.89,14.77,"Logistics Specialties Inc. (8)","Utah","","","rarely","often","CSS",0,2,2,3,0,2,1,0,2,2,NA,2,2,NA,NA,"",NA,"","No Help"
1785,"06/08/2025 17:04:01 (MST)","Pre",63.67,NA,"Logistics Specialties Inc. (8)","Utah","","","","","WSS",0,1,3,3,1,2,2,3,2,2,3,2,3,3,2,"",NA,"","No Help"
1369,"01/06/2025 19:58:42 (MST)","Pre",55.33,-3,"Logistics Specialties Inc. (8)","Utah","","","","often","ILOM",0,3,1,3,1,1,1,3,1,2,NA,NA,NA,NA,NA,"",NA,"","No Help"
722,"02/18/2023 13:06:43 (MST)","Post",66.7,NA,"Community Options (82)","Utah","general","sometimes","","","ISA",0,3,3,1,1,1,0,3,2,NA,3,NA,NA,NA,NA,"",NA,"","No Help"
1028,"12/16/2024 10:54:06 (MST)","Post",85.89,-0.78,"Logistics Specialties Inc. (8)","Utah","","","","","CSS",0,1,1,3,1,1,1,3,1,NA,2,NA,NA,NA,NA,"",NA,"","No Help"
980,"11/10/2024 19:58:26 (MST)","Post",60.33,-3,"Turn Community Services (29)","Utah","","often","sometimes","","JOBEX",0,2,3,0,3,2,1,2,2,1,2,NA,NA,NA,3,"",NA,"","No Help"
270,"10/24/2022 05:18:00 (MST)","Post",33.67,15.52,"Logistics Specialties Inc. (8)","Utah","general","never","","never","ISA",0,0,3,2,2,2,1,3,3,2,3,NA,NA,NA,NA,"",NA,"","No Help"
1353,"04/10/2022 06:59:15 (MST)","Post",60.33,42.24,"Turn Community Services (29)","Utah","","rarely","","","JOBEX",0,3,1,3,2,2,3,3,2,NA,NA,1,NA,NA,NA,"",NA,"",""
132,"09/03/2023 15:25:11 (MST)","Pre",81.44,NA,"Logistics Specialties Inc. (8)","Montana","general","","","","ILOM",0,3,2,3,3,2,1,1,3,2,2,2,NA,0,3,"",NA,"",""
1901,"11/25/2024 10:12:39 (MST)","Pre",24.27,NA,"Logistics Specialties Inc. (8)","Utah","","","","","JS",0,3,3,2,1,1,2,0,2,0,1,3,3,3,NA,"",NA,"","No Help"
567,"10/10/2023 10:04:33 (MST)","Pre",74.78,-3,"Turn Community Services (29)","Utah","specialized","","","","JOBEX",0,3,2,1,2,2,1,3,1,2,1,NA,NA,NA,NA,"3",NA,"","No Help"
1615,"09/30/2023 11:14:40 (MST)","Post",59.22,NA,"Community Options (82)","Utah","specialized","","","","JOBEX",0,3,2,2,3,2,2,3,2,3,3,2,NA,2,2,"2",NA,"",""
248,"10/11/2022 04:19:31 (MST)","Pre",30.33,NA,"Southern Utah University (27)","Utah","","always","sometimes","","WSS",0,1,2,3,1,2,1,2,0,1,0,1,2,2,NA,"",NA,"","No Help"
227,"10/12/2024 13:14:00 (MST)","Pre",94.78,NA,"Logistics Specialties Inc. (8)","Utah","","rarely","","often","CSS",0,2,2,1,1,3,3,2,2,2,3,0,NA,NA,NA,"",NA,"","No Help"
2203,"11/27/2022 07:25:39 (MST)","Post",60.33,NA,"Logistics Specialties Inc. (8)","Utah","","never","never","never","JOBEX",0,2,2,3,2,2,3,3,3,0,NA,1,2,NA,3,"",NA,"","No Help"
1103,"12/23/2024 10:46:21 (MST)","Pre",61.44,NA,"Logistics Specialties Inc. (8)","Utah","","","rarely","","JOBEX",0,1,3,3,2,1,2,1,3,1,3,NA,NA,2,NA,"",NA,"",""
1239,"09/30/2023 11:08:34 (MST)","Post",69.73,17,"A2Demo (21)","Utah","general","","","","JOBEX",0,3,2,0,3,2,2,2,3,3,NA,NA,NA,NA,NA,"1",NA,"","No Help"
2147,"12/07/2024 16:11:11 (MST)","Pre",67,-6.03,"Logistics Specialties Inc. (8)","Utah","general","often","","","CSS",0,2,3,2,3,3,2,3,3,2,2,2,1,NA,NA,"2",NA,"",""
1393,"05/05/2025 11:49:12 (MST)","Pre",94.78,0.0299999999999998,"North Sanpete School District (24)","Utah","","rarely","","","JOBEX",0,3,1,1,1,3,1,2,1,2,3,NA,1,NA,1,"",NA,"","With Help"
2407,"06/07/2022 06:22:30 (MST)","Post",80.33,36.4,"Central Technology Center (Central Tech) (56)","Utah","specialized","","","","JOBEX",0,3,3,1,2,1,1,2,2,1,1,NA,NA,NA,2,"",NA,"","No Help"
1625,"12/31/2024 15:19:01 (MST)","Pre",71.07,NA,"Logistics Specialties Inc. (8)","Utah","general","","rarely","","CPSO",0,1,0,3,3,1,2,2,3,3,2,NA,NA,NA,NA,"",NA,"","No Help"
2554,"07/22/2022 22:08:00 (MST)","Post",67.37,-6.33,"Logistics Specialties Inc. (8)","Utah","","","","","WBLE",0,3,0,1,3,2,0,3,2,1,3,NA,NA,NA,1,"",NA,"","No Help"
1820,"12/04/2022 09:16:10 (MST)","Pre",67.37,NA,"Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,1,2,0,2,2,0,2,2,3,2,1,NA,NA,3,"",NA,"","No Help"
687,"04/15/2023 15:49:43 (MST)","Post",54.78,30.34,"Logistics Specialties Inc. (8)","Utah","general","","","","JS",0,1,2,3,1,2,1,1,3,1,NA,0,NA,1,2,"",NA,"","With Help"
1096,"09/12/2022 22:26:00 (MST)","Pre",50.33,11.82,"Logistics Specialties Inc. (8)","Utah","","never","","","JOBEX",0,3,3,2,2,1,2,3,3,3,2,3,NA,1,3,"",NA,"","No Help"
722,"10/07/2023 22:52:19 (MST)","Pre",42.24,NA,"Region 4 (274)","Montana","","","","always","CPSO",0,0,0,3,2,2,3,3,3,2,NA,0,NA,NA,NA,"",NA,"",""
873,"07/01/2024 13:32:11 (MST)","Post",8.11,NA,"Logistics Specialties Inc. (8)","Montana","specialized","often","","always","JS",0,1,2,1,2,3,2,2,3,1,NA,NA,NA,3,NA,"",NA,"",""
512,"12/10/2023 11:00:35 (MST)","Pre",41.44,-38.55,"Columbus Community Center (9)","Utah","","","","sometimes","CSS",0,3,3,3,3,3,2,2,3,3,1,NA,NA,2,NA,"",NA,"","No Help"
2354,"12/21/2024 10:32:17 (MST)","Pre",66.7,NA,"Turn Community Services (29)","Utah","general","","rarely","sometimes","JS",0,2,2,2,2,1,2,3,1,2,2,NA,3,NA,3,"",NA,"","No Help"
262,"03/21/2025 16:06:25 (MST)","Pre",52.56,38.67,"Logistics Specialties Inc. (8)","Utah","general","","","","ISA",0,2,2,2,1,3,2,3,1,3,2,2,NA,2,NA,"",NA,"","No Help"
1785,"08/26/2024 10:24:57 (MST)","Pre",71.07,1.17,"Yellowstone Academy (214)","Utah","specialized","rarely","","rarely","JS",0,3,3,3,3,3,1,3,2,3,NA,NA,NA,2,NA,"",NA,"","No Help"
681,"02/28/2023 07:23:23 (MST)","Pre",85.89,NA,"Montana School for the Deaf & Blind (32)","Wyoming","","","","","JS",0,1,2,2,1,2,0,2,2,3,NA,2,3,3,NA,"1",NA,"",""
311,"04/19/2025 12:41:30 (MST)","Post",63.67,NA,"Turn Community Services (29)","Utah","","","never","","QWEX",0,2,1,2,3,1,1,3,2,0,2,2,3,3,3,"",NA,"","No Help"
2387,"01/27/2025 16:36:35 (MST)","Pre",44.62,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","ISA",0,1,2,0,1,2,2,2,2,1,NA,NA,NA,NA,0,"",NA,"","No Help"
2214,"06/02/2024 15:16:13 (MST)","Pre",77,NA,"Logistics Specialties Inc. (8)","Utah","","","never","","ISA",0,2,3,2,0,2,0,1,0,NA,0,NA,0,NA,2,"",NA,"","No Help"
2157,"01/21/2024 17:05:27 (MST)","Pre",36.39,17,"Columbus Community Center (9)","Demo","","","","always","FL",0,2,1,3,0,3,2,0,2,NA,3,NA,2,NA,3,"",NA,"",""
1354,"01/17/2025 19:05:47 (MST)","Pre",74.78,60.34,"Logistics Specialties Inc. (8)","Utah","","","","","QWEX",0,2,3,3,2,3,1,2,3,3,NA,NA,2,NA,NA,"",NA,"","No Help"
585,"01/13/2023 06:48:17 (MST)","Post",53.67,13.67,"Columbus Community Center (9)","Utah","","","","often","ISA",0,3,2,3,3,3,3,1,3,3,3,1,NA,10,NA,"",NA,"",""
1353,"01/13/2024 16:02:57 (MST)","Pre",37.48,NA,"Spectrum Academy (28)","Utah","","often","","","WSS",0,3,3,2,1,2,2,0,0,1,2,3,2,NA,NA,"",NA,"","No Help"
512,"11/10/2024 15:38:11 (MST)","Pre",80.33,NA,"Logistics Specialties Inc. (8)","Wyoming","general","","","always","ILOM",0,2,3,1,3,2,2,2,2,3,3,NA,NA,NA,1,"",NA,"","No Help"
274,"08/31/2024 12:01:02 (MST)","Post",71.07,-7.76,"Adams 12 (98)","Utah","general","","","","WSS",0,3,1,2,1,2,2,3,3,3,3,3,2,NA,2,"",NA,"","No Help"
1343,"03/03/2024 11:44:31 (MST)","Pre",60.33,NA,"University of Oklahoma (50)","Utah","","rarely","","always","JS",0,2,1,2,2,3,3,1,3,3,NA,NA,NA,NA,3,"",NA,"","No Help"
1025,"10/12/2024 21:44:12 (MST)","Pre",63.67,48.85,"Logistics Specialties Inc. (8)","Utah","general","","","always","WSS",0,3,3,3,1,0,0,3,0,3,2,3,2,3,NA,"",NA,"","With Help"
248,"04/30/2023 16:09:00 (MST)","Post",57,NA,"Logistics Specialties Inc. (8)","Utah","","","","","JOBEX",0,2,1,3,3,3,3,2,NA,1,NA,0,2,2,NA,"",NA,"","With Help"
2214,"03/14/2025 18:09:27 (MST)","Pre",80.33,NA,"Logistics Specialties Inc. (8)","Utah","specialized","","","","QWEX",0,1,3,0,0,1,3,1,2,3,2,NA,2,NA,NA,"",NA,"","No Help"
6,"04/01/2023 14:10:37 (MST)","Post",26.17,NA,"Roads to Independence (26)","Demo","","","","","JOBEX",0,1,0,1,3,3,2,2,3,3,2,NA,NA,3,NA,"",NA,"","No Help"
1625,"01/12/2024 13:12:37 (MST)","Pre",4.41,NA,"Southern Utah University (27)","Utah","","","","","CPSO",0,1,1,2,2,3,3,1,3,3,2,NA,3,NA,NA,"",NA,"","No Help"
1156,"07/22/2024 11:32:43 (MST)","Pre",97,NA,"Turn Community Services (29)","Utah","","","","","JOBEX",0,2,1,1,1,1,1,0,2,3,NA,2,2,NA,2,"",NA,"","No Help"
2132,"12/02/2023 17:14:32 (MST)","Pre",97,19.22,"Logistics Specialties Inc. (8)","Utah","","never","","","JOBEX",0,3,3,0,1,1,0,3,2,NA,NA,NA,NA,1,2,"",NA,"","No Help"
1669,"09/28/2024 12:24:29 (MST)","Post",54.58,NA,"Logistics Specialties Inc. (8)","Utah","specialized","","sometimes","sometimes","ISA",0,1,3,1,3,3,2,2,0,2,NA,3,NA,3,NA,"0",NA,"","No Help"
673,"06/23/2023 22:12:29 (MST)","Pre",55.33,NA,"Logistics Specialties Inc. (8)","Utah","","","rarely","sometimes","JS",0,2,2,0,3,0,3,1,2,1,NA,0,NA,NA,2,"",NA,"","No Help"
2129,"03/03/2025 20:11:28 (MST)","Pre",57.61,NA,"Central Technology Center (Central Tech) (56)","Utah","","","","","FL",0,3,0,3,2,3,2,1,3,0,1,3,NA,NA,0,"",NA,"",""
