"Participant ID","Completed","Pre/Post","Score","Difference","Proctor","Provider","State","Caseload","Group Frequency","Online Frequency","Rural Frequency","Service","Archived","q_01","q_02","q_03","q_04","q_05","q_06","q_07","q_08","q_09","q_10","q_11","q_12","q_13","q_14","q_15","q_16","q_17","Mode"
961,"07/11/2024 11:37:12 (MST)","Post",70,48.49,"","Logistics Specialties Inc. (8)","Utah","general","rarely","","","CSS",0,2,1,0,3,3,2,3,3,2,NA,NA,3,NA,NA,"",NA,"",""
1333,"03/25/2024 11:36:50 (MST)","Pre",42.86,20.83,"Kellie Spencer","Logistics Specialties Inc. (8)","Utah","","often","","","FL",0,0,2,3,3,3,1,2,0,NA,3,NA,NA,NA,NA,"2",NA,"","No Help"
1771,"11/17/2022 06:40:41 (MST)","Pre",47.62,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","CPSO",0,2,1,2,3,2,3,2,2,2,1,3,NA,NA,NA,"",NA,"","No Help"
2563,"08/09/2024 12:24:35 (MST)","Post",85.19,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","WBLE",0,3,2,3,3,2,2,2,3,1,2,0,NA,NA,1,"",NA,"","No Help"
1625,"11/07/2023 11:25:10 (MST)","Pre",63.33,NA,"Amanda Willard","Roads to Independence (26)","Utah","general","","","","JOBEX",0,3,2,2,2,2,3,2,3,2,1,0,NA,3,NA,"",NA,"","No Help"
132,"10/07/2024 14:49:42 (MST)","Post",54.76,48.89,"","Turn Community Services (29)","Utah","","","","","WBLE",0,1,3,0,1,2,2,2,2,1,2,NA,NA,NA,2,"",NA,"",""
1359,"09/13/2022 01:46:42 (MST)","Pre",82.22,-40,"","Logistics Specialties Inc. (8)","Utah","general","","","often","WSS",0,3,2,3,2,3,1,0,2,1,NA,NA,3,3,3,"",NA,"","No Help"
2397,"01/08/2025 13:55:08 (MST)","Pre",88.89,3.34,"Daisy Ramirez","Logistics Specialties Inc. (8)","Utah","general","","","","ISA",0,2,0,3,3,2,2,2,2,3,2,NA,NA,NA,NA,"",NA,"",""
1535,"05/23/2022 03:48:56 (MST)","Pre",60.61,NA,"","Roads to Independence (26)","Montana","","never","rarely","","CSS",0,2,3,2,3,1,3,2,2,3,3,NA,NA,NA,NA,"",NA,"","With Help"
961,"11/03/2022 04:40:00 (MST)","Pre",48.15,NA,"","Logistics Specialties Inc. (8)","Oklahoma","specialized","","","","WBLE",0,2,3,3,1,1,3,2,2,3,2,NA,NA,NA,1,"",NA,"","No Help"
398,"09/29/2022 03:45:00 (MST)","Pre",21.43,43.33,"Utah COP","Logistics Specialties Inc. (8)","Utah","specialized","","never","","ISA",0,3,3,2,3,3,2,3,3,3,3,1,NA,NA,1,"",NA,"","No Help"
2203,"05/30/2023 12:09:14 (MST)","Pre",0,11.11,"Kellie Spencer","Utah Valley University (60)","Utah","","often","","","JOBEX",0,2,2,0,2,1,2,2,2,NA,3,2,3,NA,NA,"",NA,"",""
2264,"01/22/2025 15:04:44 (MST)","Post",100,21.43,"Rachel Brown","Logistics Specialties Inc. (8)","Utah","","","never","","JS",0,2,2,3,2,3,1,0,2,2,NA,0,3,NA,3,"",NA,"","No Help"
521,"12/10/2024 11:05:29 (MST)","Pre",59.52,NA,"","Community Options (82)","Utah","specialized","","sometimes","","CPSO",0,1,2,3,2,2,2,2,3,1,3,1,NA,3,1,"",NA,"","No Help"
873,"05/22/2024 21:15:21 (MST)","Post",83.33,NA,"","OU Northeast (54)","Utah","","","","","JOBEX",0,2,3,1,3,3,2,3,1,3,2,2,NA,NA,2,"1",NA,"","With Help"
1864,"12/11/2023 12:40:49 (MST)","Post",31.11,21.43,"","Logistics Specialties Inc. (8)","Utah","","rarely","","","JOBEX",1,1,1,1,2,1,1,3,2,3,2,NA,NA,3,NA,"",NA,"","No Help"
539,"01/13/2025 10:33:03 (MST)","Pre",56.67,13.34,"Kerensa Funk","Logistics Specialties Inc. (8)","Utah","specialized","","","","QWEX",0,3,2,3,2,1,3,1,2,2,3,2,NA,NA,3,"",NA,"","No Help"
1521,"07/16/2024 09:12:35 (MST)","Pre",87.5,NA,"","Logistics Specialties Inc. (8)","Utah","","","sometimes","","CPSO",0,3,3,1,2,2,2,3,2,1,0,3,2,3,NA,"2",NA,"",""
2532,"03/21/2022 00:32:00 (MST)","Pre",37.04,NA,"","Roads to Independence (26)","Utah","","","","sometimes","WSS",0,1,0,2,2,3,2,3,0,NA,3,NA,NA,NA,NA,"",NA,"","No Help"
978,"12/19/2024 12:38:18 (MST)","Post",100,NA,"","Missoula County Public Schools (185)","Utah","","","","always","WSS",0,2,0,1,2,1,3,3,2,3,2,NA,NA,NA,NA,"",NA,"","No Help"
1239,"05/01/2024 13:55:28 (MST)","Pre",18.52,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","ISA",1,1,1,2,0,2,1,3,3,NA,NA,1,NA,NA,NA,"",NA,"","No Help"
2207,"07/19/2022 07:16:00 (MST)","Post",95.83,4.17,"","Logistics Specialties Inc. (8)","Utah","","","","rarely","QWEX",0,1,2,2,1,0,2,3,NA,1,2,3,3,NA,NA,"",NA,"","No Help"
2214,"01/18/2023 21:48:56 (MST)","Pre",91.67,48.49,"","Lockwood School Dist. / County of Yellowstone Dist. #26 (182)","Utah","","","","","JOBEX",0,2,1,3,2,0,2,3,3,1,NA,NA,NA,NA,NA,"",NA,"","With Help"
2534,"09/29/2022 06:21:43 (MST)","Post",66.67,NA,"","Roads to Independence (26)","Utah","general","never","","sometimes","JOBEX",0,3,3,3,3,2,1,3,2,NA,1,3,NA,NA,NA,"",NA,"","With Help"
858,"09/18/2023 14:05:30 (MST)","Pre",80.95,2.23,"","Lockwood School Dist. / County of Yellowstone Dist. #26 (182)","Utah","","rarely","rarely","often","CSS",0,2,2,1,1,0,1,2,3,3,2,2,3,NA,3,"",NA,"","With Help"
2096,"06/27/2024 15:15:03 (MST)","Pre",66.67,NA,"","Southern Utah University (27)","Utah","","often","","","CPSO",0,2,2,2,3,0,0,2,1,NA,2,3,NA,NA,NA,"",NA,"","No Help"
508,"11/04/2024 14:07:30 (MST)","Post",52.38,22.22,"","North Sanpete School District (24)","Utah","","","","sometimes","FL",0,0,2,3,2,2,3,1,3,0,2,NA,NA,3,NA,"2",NA,"",""
262,"07/04/2023 22:45:40 (MST)","Pre",33.33,NA,"","Community Options (82)","Utah","","","","","JS",0,2,1,2,1,2,1,1,3,1,2,NA,NA,NA,3,"",NA,"","No Help"
274,"12/19/2024 12:28:53 (MST)","Pre",62.96,12.5,"Jennifer Covalt","Turn Community Services (29)","Oklahoma","","often","rarely","often","JS",0,3,2,1,3,2,2,2,3,NA,3,NA,NA,NA,1,"",NA,"","With Help"
2203,"03/14/2023 15:18:22 (MST)","Pre",40,6.66,"","Logistics Specialties Inc. (8)","Utah","","often","sometimes","","ISA",0,2,1,2,3,2,3,3,3,0,1,NA,3,10,NA,"",NA,"","No Help"
1225,"10/31/2022 06:54:14 (MST)","Post",80.56,33.33,"","Columbus Community Center (9)","Utah","","often","","often","JS",0,3,1,1,1,1,2,3,3,1,2,NA,NA,1,NA,"",NA,"","No Help"
2354,"09/07/2022 23:21:00 (MST)","Post",87.5,NA,"","North Sanpete School District (24)","Utah","","","rarely","","ISA",0,3,3,3,3,2,1,3,1,1,NA,3,2,NA,NA,"",NA,"","With Help"
2161,"04/17/2024 12:37:17 (MST)","Pre",55.56,NA,"","Logistics Specialties Inc. (8)","Montana","","always","rarely","rarely","QWEX",0,3,3,1,2,1,2,3,2,3,NA,0,2,2,NA,"",NA,"","Observer"
1994,"03/22/2023 09:38:18 (MST)","Pre",93.33,NA,"Whitney Lambert","Logistics Specialties Inc. (8)","Utah","","","","","JS",0,2,3,0,1,3,3,3,2,3,NA,NA,3,NA,3,"",1,"","No Help"
1393,"06/24/2024 09:58:36 (MST)","Post",60.61,-3.7,"Utah RTI","Logistics Specialties Inc. (8)","Utah","","often","","","WSS",0,3,2,1,0,0,2,2,3,3,NA,NA,NA,3,NA,"$ 12.00",NA,"","No Help"
2578,"07/14/2022 09:28:00 (MST)","Pre",77.78,NA,"Savannah Hess","Roads to Independence (26)","Utah","","","rarely","","ISA",0,2,3,2,2,1,2,3,2,1,3,NA,NA,3,NA,"",NA,"","No Help"
205,"02/14/2022 03:43:00 (MST)","Post",88.89,NA,"","Logistics Specialties Inc. (8)","Utah","","rarely","","","ISA",0,2,1,1,1,3,3,3,0,3,0,2,NA,NA,NA,"",NA,"","No Help"
1501,"03/22/2022 22:52:00 (MST)","Post",66.67,10,"","Roads to Independence (26)","Utah","","sometimes","","","JOBEX",0,2,1,0,2,2,0,3,3,3,NA,NA,3,NA,3,"",NA,"","No Help"
262,"07/11/2024 08:49:37 (MST)","Pre",42.86,11.11,"","Columbus Community Center (9)","Utah","","","","","JOBEX",0,3,3,2,1,1,1,3,1,3,3,NA,NA,NA,NA,"",NA,"","No Help"
2126,"09/29/2022 06:25:28 (MST)","Post",59.52,NA,"","Logistics Specialties Inc. (8)","Utah","general","","","never","JOBEX",0,2,2,2,1,1,1,3,3,1,NA,NA,NA,3,2,"",NA,"","With Help"
681,"07/02/2024 16:11:50 (MST)","Post",37.04,NA,"","Roads to Independence (26)","Utah","general","","","","FL",0,3,2,1,2,3,3,3,2,1,NA,NA,NA,NA,0,"",NA,"","No Help"
187,"11/02/2023 14:01:17 (MST)","Post",100,20,"","Logistics Specialties Inc. (8)","Utah","","","","","WSS",0,3,1,3,1,2,2,3,1,3,NA,3,NA,NA,NA,"",NA,"",""
860,"10/25/2023 10:32:46 (MST)","Pre",66.67,25.93,"","Darby K-12 School Dist. (158)","Utah","","never","","","JOBEX",0,3,2,0,0,2,3,1,3,NA,NA,2,NA,NA,NA,"",NA,"","No Help"
1430,"06/20/2024 10:27:34 (MST)","Pre",60.61,44.45,"","Boulder Valley RE2 (105)","Utah","general","","sometimes","sometimes","FL",0,2,3,2,3,2,2,1,2,NA,NA,2,3,3,NA,"",NA,"","No Help"
2096,"09/23/2024 08:05:03 (MST)","Pre",80.95,NA,"Rachel Brown","Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,2,3,2,3,2,2,1,3,3,2,NA,1,NA,1,"",NA,"","No Help"
1785,"09/23/2022 04:11:16 (MST)","Pre",96.3,NA,"","Columbus Community Center (9)","Utah","","","rarely","","JS",0,3,3,2,2,3,2,3,2,3,1,1,2,NA,NA,"",NA,"","No Help"
1641,"06/02/2022 04:21:05 (MST)","Pre",82.22,NA,"Demo Agency2","Logistics Specialties Inc. (8)","Utah","","","","","WBLE",0,2,3,3,3,2,2,2,1,1,3,NA,NA,NA,3,"3",NA,"","No Help"
1535,"12/17/2024 08:23:15 (MST)","Pre",37.04,NA,"","Logistics Specialties Inc. (8)","Demo","specialized","","","always","JOBEX",0,2,3,1,3,1,1,1,3,3,NA,NA,NA,NA,3,"",NA,"","No Help"
742,"12/04/2024 13:00:17 (MST)","Pre",25.93,NA,"","Logistics Specialties Inc. (8)","Utah","","rarely","","rarely","ISA",0,1,2,3,3,1,3,2,3,2,NA,2,1,NA,NA,"",NA,"","No Help"
1771,"01/22/2025 15:05:34 (MST)","Pre",26.19,NA,"","Columbus Community Center (9)","Utah","","sometimes","","often","JS",0,2,3,3,2,2,2,3,1,1,1,NA,NA,NA,NA,"",NA,"","No Help"
2172,"09/30/2022 15:49:40 (MST)","Pre",91.11,NA,"","Columbus Community Center (9)","Utah","general","","","","FL",0,2,2,1,2,2,1,2,1,NA,3,1,NA,NA,NA,"3",NA,"","No Help"
1140,"06/12/2023 12:19:48 (MST)","Pre",40.48,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,3,0,1,1,1,1,2,1,2,NA,NA,NA,NA,1,"",NA,"","No Help"
2495,"01/13/2025 15:49:59 (MST)","Post",40.74,NA,"Abigail Yang","Logistics Specialties Inc. (8)","Utah","","","","sometimes","JOBEX",0,3,3,3,2,3,1,0,3,1,3,3,NA,NA,NA,"",NA,"","No Help"
1626,"01/21/2022 04:02:11 (MST)","Pre",73.33,NA,"","Logistics Specialties Inc. (8)","Utah","specialized","never","","","CPSO",0,3,2,1,2,1,2,2,NA,3,1,3,NA,NA,1,"",NA,"","No Help"
717,"05/23/2023 20:49:31 (MST)","Pre",53.33,56.67,"","A2Demo (21)","Utah","general","","rarely","always","ILOM",0,3,2,2,3,1,1,1,2,1,2,NA,NA,NA,1,"",NA,"","No Help"
956,"03/08/2022 00:32:00 (MST)","Pre",78.57,NA,"","OU Northeast (54)","Utah","","","","","ILOM",0,1,2,0,3,3,1,2,2,3,NA,NA,1,8,3,"",NA,"","No Help"
589,"01/12/2023 21:18:23 (MST)","Pre",60,NA,"Burkley Probst","Region 1 (271)","Utah","","","","","ILOM",0,1,1,2,3,2,1,3,3,NA,3,NA,NA,NA,1,"",NA,"","No Help"
6,"04/22/2024 14:57:36 (MST)","Pre",30,NA,"Savannah Hess","Roads to Independence (26)","Utah","","often","rarely","always","FL",0,3,3,3,1,1,2,2,3,3,NA,3,NA,NA,NA,"",NA,"","No Help"
1775,"04/18/2024 11:19:41 (MST)","Post",36.67,10,"Utah NSSD","Logistics Specialties Inc. (8)","Utah","","never","","","CSS",0,3,3,2,1,2,1,2,2,0,NA,3,0,NA,NA,"",NA,"",""
424,"01/07/2022 00:39:00 (MST)","Post",56.67,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","JOBEX",0,3,3,3,2,3,1,3,3,1,NA,1,NA,NA,NA,"",NA,"","No Help"
1359,"05/25/2022 23:09:00 (MST)","Pre",90.91,4.16,"","Logistics Specialties Inc. (8)","Utah","","","never","","ILOM",0,1,1,3,2,1,3,1,3,1,2,NA,3,NA,NA,"",NA,"","No Help"
1353,"05/12/2022 20:25:00 (MST)","Post",33.33,36.67,"","Central Technology Center (Central Tech) (56)","Utah","","","","often","WSS",0,3,1,2,3,3,3,2,3,2,2,NA,NA,NA,3,"",NA,"","No Help"
1702,"07/15/2022 02:32:00 (MST)","Pre",100,NA,"Taylor  Liechty","Logistics Specialties Inc. (8)","Demo","","","sometimes","","JOBEX",0,3,3,0,3,0,0,2,2,2,NA,NA,3,3,NA,"",NA,"",""
681,"10/25/2023 18:52:08 (MST)","Post",50,NA,"Amanda Willard","Turn Community Services (29)","Utah","","always","rarely","","JS",0,0,0,2,1,1,2,3,1,3,1,NA,0,2,2,"",NA,"","No Help"
735,"02/02/2022 00:04:00 (MST)","Pre",100,48.15,"","Logistics Specialties Inc. (8)","Oklahoma","general","","","","CPSO",0,1,2,1,3,2,3,2,NA,2,2,NA,3,NA,NA,"",NA,"","With Help"
1556,"12/19/2024 09:45:00 (MST)","Pre",71.11,NA,"","A2Demo (21)","Utah","","","","","ISA",0,3,2,1,3,3,3,2,3,2,NA,1,2,NA,1,"",NA,"","No Help"
2224,"07/02/2024 11:25:04 (MST)","Pre",59.26,NA,"","Logistics Specialties Inc. (8)","Utah","","","","sometimes","WSS",0,1,2,1,1,3,2,2,2,3,1,NA,NA,NA,NA,"",NA,"",""
2361,"12/19/2024 09:43:21 (MST)","Post",59.26,7.14,"Chris Cusker","Turn Community Services (29)","Utah","general","","","","CPSO",0,3,1,1,1,2,1,2,NA,NA,2,1,NA,NA,1,"2",NA,"","No Help"
1429,"10/28/2024 12:51:18 (MST)","Pre",93.94,NA,"","Columbus Community Center (9)","Utah","","","never","never","JS",0,0,3,1,2,2,3,1,2,2,NA,0,NA,NA,NA,"",NA,"","No Help"
1096,"11/25/2024 12:24:24 (MST)","Post",37.5,NA,"","Logistics Specialties Inc. (8)","Oklahoma","","","","","FL",0,1,3,2,2,2,2,2,3,2,NA,0,1,NA,NA,"1",NA,"","No Help"
1626,"11/01/2023 12:10:57 (MST)","Post",63.33,NA,"Jessica De La Mare","Logistics Specialties Inc. (8)","Utah","","sometimes","","","JS",0,2,3,3,3,2,3,1,1,3,NA,NA,NA,NA,NA,"",NA,"","No Help"
234,"01/31/2023 10:27:45 (MST)","Post",25.93,NA,"Demo Agency2","OU Northeast (54)","Utah","","","rarely","always","JOBEX",0,2,1,3,0,3,3,1,2,NA,2,NA,NA,NA,NA,"",NA,"","No Help"
722,"12/22/2021 03:46:28 (MST)","Pre",51.85,NA,"","Logistics Specialties Inc. (8)","Utah","","often","","always","JS",0,2,2,2,0,2,3,1,3,2,NA,NA,NA,NA,1,"2",NA,"","With Help"
1239,"03/12/2024 12:17:07 (MST)","Pre",91.67,NA,"","Logistics Specialties Inc. (8)","Utah","","","","never","JOBEX",0,3,0,2,1,1,2,3,2,3,3,NA,NA,NA,0,"",NA,"","No Help"
2495,"01/04/2024 14:06:06 (MST)","Pre",97.78,-20.83,"","Southern Utah University (27)","Utah","","","","","WBLE",0,3,3,3,1,2,2,1,NA,NA,3,1,NA,NA,NA,"2",NA,"","No Help"
2121,"12/16/2024 10:43:32 (MST)","Post",51.11,NA,"Josie Bestwick","Logistics Specialties Inc. (8)","Utah","","sometimes","rarely","often","JOBEX",0,2,0,0,2,3,3,3,3,3,NA,2,NA,2,NA,"3",NA,"","No Help"
1744,"04/25/2024 13:57:22 (MST)","Pre",50,40.74,"Utah TURN","Logistics Specialties Inc. (8)","Utah","","sometimes","rarely","","ILOM",0,1,1,2,3,1,0,1,1,NA,2,NA,3,NA,NA,"",NA,"","Observer"
1785,"12/13/2024 14:01:50 (MST)","Pre",80,NA,"","Roads to Independence (26)","Utah","specialized","","never","","JOBEX",0,2,3,0,2,1,3,2,NA,3,1,NA,NA,NA,NA,"1",NA,"","No Help"
1441,"04/18/2024 09:56:12 (MST)","Post",66.67,NA,"Joseph Garcia","Logistics Specialties Inc. (8)","Utah","","","","sometimes","FL",0,2,1,2,3,2,3,1,2,NA,2,NA,NA,3,1,"",NA,"",""
1625,"05/10/2023 13:37:51 (MST)","Post",96.3,NA,"Jan Witt","Logistics Specialties Inc. (8)","Utah","","","","","ILOM",0,3,1,0,3,2,3,1,2,2,3,2,NA,NA,NA,"",NA,"","No Help"
1819,"07/31/2024 16:36:45 (MST)","Pre",23.33,4.45,"","Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,2,2,3,2,1,2,3,2,2,3,NA,0,NA,NA,"3",NA,"","No Help"
699,"05/14/2024 10:23:05 (MST)","Pre",42.42,NA,"Daelynn Disque","Logistics Specialties Inc. (8)","Utah","","sometimes","","","ISA",0,2,3,2,3,1,3,3,3,NA,2,NA,NA,1,NA,"",NA,"","No Help"
793,"10/16/2024 10:48:23 (MST)","Post",88.89,17.77,"","Logistics Specialties Inc. (8)","Utah","","","rarely","often","CSS",0,2,2,3,0,2,1,0,2,2,NA,2,2,NA,NA,"",NA,"","No Help"
1785,"01/22/2025 15:04:01 (MST)","Pre",66.67,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","WSS",0,1,3,3,1,2,2,3,2,2,3,2,3,3,2,"",NA,"","No Help"
1369,"08/22/2024 17:58:42 (MST)","Pre",58.33,0,"Utah TURN","Logistics Specialties Inc. (8)","Utah","","","","often","ILOM",0,3,1,3,1,1,1,3,1,2,NA,NA,NA,NA,NA,"",NA,"","No Help"
722,"10/04/2022 11:06:43 (MST)","Post",69.7,NA,"","Community Options (82)","Utah","general","sometimes","","","ISA",0,3,3,1,1,1,0,3,2,NA,3,NA,NA,NA,NA,"",NA,"","No Help"
1028,"08/01/2024 08:54:06 (MST)","Post",88.89,2.22,"","Logistics Specialties Inc. (8)","Utah","","","","","CSS",0,1,1,3,1,1,1,3,1,NA,2,NA,NA,NA,NA,"",NA,"","No Help"
980,"06/26/2024 17:58:26 (MST)","Post",63.33,0,"","Turn Community Services (29)","Utah","","often","sometimes","","JOBEX",0,2,3,0,3,2,1,2,2,1,2,NA,NA,NA,3,"",NA,"","No Help"
270,"06/09/2022 03:18:00 (MST)","Post",36.67,18.52,"Demo Agency2","Logistics Specialties Inc. (8)","Utah","general","never","","never","ISA",0,0,3,2,2,2,1,3,3,2,3,NA,NA,NA,NA,"",NA,"","No Help"
1353,"11/24/2021 04:59:15 (MST)","Post",63.33,45.24,"","Turn Community Services (29)","Utah","","rarely","","","JOBEX",0,3,1,3,2,2,3,3,2,NA,NA,1,NA,NA,NA,"",NA,"",""
132,"04/19/2023 13:25:11 (MST)","Pre",84.44,NA,"","Logistics Specialties Inc. (8)","Montana","general","","","","ILOM",0,3,2,3,3,2,1,1,3,2,2,2,NA,0,3,"",NA,"",""
1901,"07/11/2024 08:12:39 (MST)","Pre",27.27,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","JS",0,3,3,2,1,1,2,0,2,0,1,3,3,3,NA,"",NA,"","No Help"
567,"05/26/2023 08:04:33 (MST)","Pre",77.78,0,"","Turn Community Services (29)","Utah","specialized","","","","JOBEX",0,3,2,1,2,2,1,3,1,2,1,NA,NA,NA,NA,"3",NA,"","No Help"
1615,"05/16/2023 09:14:40 (MST)","Post",62.22,NA,"","Community Options (82)","Utah","specialized","","","","JOBEX",0,3,2,2,3,2,2,3,2,3,3,2,NA,2,2,"2",NA,"",""
248,"05/27/2022 02:19:31 (MST)","Pre",33.33,NA,"","Southern Utah University (27)","Utah","","always","sometimes","","WSS",0,1,2,3,1,2,1,2,0,1,0,1,2,2,NA,"",NA,"","No Help"
227,"05/28/2024 11:14:00 (MST)","Pre",97.78,NA,"","Logistics Specialties Inc. (8)","Utah","","rarely","","often","CSS",0,2,2,1,1,3,3,2,2,2,3,0,NA,NA,NA,"",NA,"","No Help"
2203,"07/13/2022 05:25:39 (MST)","Post",63.33,NA,"","Logistics Specialties Inc. (8)","Utah","","never","never","never","JOBEX",0,2,2,3,2,2,3,3,3,0,NA,1,2,NA,3,"",NA,"","No Help"
1103,"08/08/2024 08:46:21 (MST)","Pre",64.44,NA,"","Logistics Specialties Inc. (8)","Utah","","","rarely","","JOBEX",0,1,3,3,2,1,2,1,3,1,3,NA,NA,2,NA,"",NA,"",""
1239,"05/16/2023 09:08:34 (MST)","Post",72.73,20,"","A2Demo (21)","Utah","general","","","","JOBEX",0,3,2,0,3,2,2,2,3,3,NA,NA,NA,NA,NA,"1",NA,"","No Help"
2147,"07/23/2024 14:11:11 (MST)","Pre",70,-3.03,"Jessica Tiger","Logistics Specialties Inc. (8)","Utah","general","often","","","CSS",0,2,3,2,3,3,2,3,3,2,2,2,1,NA,NA,"2",NA,"",""
1393,"12/19/2024 09:49:12 (MST)","Pre",97.78,3.03,"Alisha Anderson","North Sanpete School District (24)","Utah","","rarely","","","JOBEX",0,3,1,1,1,3,1,2,1,2,3,NA,1,NA,1,"",NA,"","With Help"
2407,"01/21/2022 04:22:30 (MST)","Post",83.33,39.4,"","Central Technology Center (Central Tech) (56)","Utah","specialized","","","","JOBEX",0,3,3,1,2,1,1,2,2,1,1,NA,NA,NA,2,"",NA,"","No Help"
1625,"08/16/2024 13:19:01 (MST)","Pre",74.07,NA,"","Logistics Specialties Inc. (8)","Utah","general","","rarely","","CPSO",0,1,0,3,3,1,2,2,3,3,2,NA,NA,NA,NA,"",NA,"","No Help"
2554,"03/07/2022 20:08:00 (MST)","Post",70.37,-3.33,"","Logistics Specialties Inc. (8)","Utah","","","","","WBLE",0,3,0,1,3,2,0,3,2,1,3,NA,NA,NA,1,"",NA,"","No Help"
1820,"07/20/2022 07:16:10 (MST)","Pre",70.37,NA,"Amanda Willard","Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,1,2,0,2,2,0,2,2,3,2,1,NA,NA,3,"",NA,"","No Help"
687,"11/29/2022 13:49:43 (MST)","Post",57.78,33.34,"","Logistics Specialties Inc. (8)","Utah","general","","","","JS",0,1,2,3,1,2,1,1,3,1,NA,0,NA,1,2,"",NA,"","With Help"
1096,"04/28/2022 20:26:00 (MST)","Pre",53.33,14.82,"","Logistics Specialties Inc. (8)","Utah","","never","","","JOBEX",0,3,3,2,2,1,2,3,3,3,2,3,NA,1,3,"",NA,"","No Help"
722,"05/23/2023 20:52:19 (MST)","Pre",45.24,NA,"","Region 4 (274)","Montana","","","","always","CPSO",0,0,0,3,2,2,3,3,3,2,NA,0,NA,NA,NA,"",NA,"",""
873,"02/15/2024 11:32:11 (MST)","Post",11.11,NA,"","Logistics Specialties Inc. (8)","Montana","specialized","often","","always","JS",0,1,2,1,2,3,2,2,3,1,NA,NA,NA,3,NA,"",NA,"",""
512,"07/26/2023 09:00:35 (MST)","Pre",44.44,-35.55,"Demo Agency2","Columbus Community Center (9)","Utah","","","","sometimes","CSS",0,3,3,3,3,3,2,2,3,3,1,NA,NA,2,NA,"",NA,"","No Help"
2354,"08/06/2024 08:32:17 (MST)","Pre",69.7,NA,"","Turn Community Services (29)","Utah","general","","rarely","sometimes","JS",0,2,2,2,2,1,2,3,1,2,2,NA,3,NA,3,"",NA,"","No Help"
262,"11/04/2024 14:06:25 (MST)","Pre",55.56,41.67,"","Logistics Specialties Inc. (8)","Utah","general","","","","ISA",0,2,2,2,1,3,2,3,1,3,2,2,NA,2,NA,"",NA,"","No Help"
1785,"04/11/2024 08:24:57 (MST)","Pre",74.07,4.17,"","Yellowstone Academy (214)","Utah","specialized","rarely","","rarely","JS",0,3,3,3,3,3,1,3,2,3,NA,NA,NA,2,NA,"",NA,"","No Help"
681,"10/14/2022 05:23:23 (MST)","Pre",88.89,NA,"","Montana School for the Deaf & Blind (32)","Wyoming","","","","","JS",0,1,2,2,1,2,0,2,2,3,NA,2,3,3,NA,"1",NA,"",""
311,"12/03/2024 10:41:30 (MST)","Post",66.67,NA,"","Turn Community Services (29)","Utah","","","never","","QWEX",0,2,1,2,3,1,1,3,2,0,2,2,3,3,3,"",NA,"","No Help"
2387,"09/12/2024 14:36:35 (MST)","Pre",47.62,NA,"Amanda Willard","Logistics Specialties Inc. (8)","Utah","general","","","","ISA",0,1,2,0,1,2,2,2,2,1,NA,NA,NA,NA,0,"",NA,"","No Help"
2214,"01/17/2024 13:16:13 (MST)","Pre",80,NA,"Jordan Allen","Logistics Specialties Inc. (8)","Utah","","","never","","ISA",0,2,3,2,0,2,0,1,0,NA,0,NA,0,NA,2,"",NA,"","No Help"
2157,"09/06/2023 15:05:27 (MST)","Pre",39.39,20,"","Columbus Community Center (9)","Demo","","","","always","FL",0,2,1,3,0,3,2,0,2,NA,3,NA,2,NA,3,"",NA,"",""
1354,"09/02/2024 17:05:47 (MST)","Pre",77.78,63.34,"","Logistics Specialties Inc. (8)","Utah","","","","","QWEX",0,2,3,3,2,3,1,2,3,3,NA,NA,2,NA,NA,"",NA,"","No Help"
585,"08/29/2022 04:48:17 (MST)","Post",56.67,16.67,"Jan Witt","Columbus Community Center (9)","Utah","","","","often","ISA",0,3,2,3,3,3,3,1,3,3,3,1,NA,10,NA,"",NA,"",""
1353,"08/29/2023 14:02:57 (MST)","Pre",40.48,NA,"","Spectrum Academy (28)","Utah","","often","","","WSS",0,3,3,2,1,2,2,0,0,1,2,3,2,NA,NA,"",NA,"","No Help"
512,"06/26/2024 13:38:11 (MST)","Pre",83.33,NA,"","Logistics Specialties Inc. (8)","Wyoming","general","","","always","ILOM",0,2,3,1,3,2,2,2,2,3,3,NA,NA,NA,1,"",NA,"","No Help"
274,"04/16/2024 10:01:02 (MST)","Post",74.07,-4.76,"Nate Cullimore","Adams 12 (98)","Utah","general","","","","WSS",0,3,1,2,1,2,2,3,3,3,3,3,2,NA,2,"",NA,"","No Help"
1343,"10/18/2023 09:44:31 (MST)","Pre",63.33,NA,"Tiffany Floyd","University of Oklahoma (50)","Utah","","rarely","","always","JS",0,2,1,2,2,3,3,1,3,3,NA,NA,NA,NA,3,"",NA,"","No Help"
1025,"05/28/2024 19:44:12 (MST)","Pre",66.67,51.85,"Tracy Tilley","Logistics Specialties Inc. (8)","Utah","general","","","always","WSS",0,3,3,3,1,0,0,3,0,3,2,3,2,3,NA,"",NA,"","With Help"
